interval_index,interval_start_time,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,vlf,lf_hf_ratio,csi,cvi,Modified_csi,sampen,sd1,sd2,ratio_sd2_sd1,timestamp,filename,label
1.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:29.776,output/feats-v0_6/feats_00000258_s004_t000.csv,0
2.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:30.776,output/feats-v0_6/feats_00000258_s004_t000.csv,0
3.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:31.776,output/feats-v0_6/feats_00000258_s004_t000.csv,0
4.0,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:32.776,output/feats-v0_6/feats_00000258_s004_t000.csv,0
5.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:33.776,output/feats-v0_6/feats_00000258_s004_t000.csv,0
6.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:34.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
7.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:35.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
8.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:36.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
9.0,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-07-24 15:06:37.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
10.0,10000.0,1500.0,23.094010767585033,37.712361663282536,0.0,0.0,3.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.01539600717839002,40.007112375533424,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2003-07-24 15:06:38.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
11.0,11000.0,1496.0,21.90890230020664,33.166247903554,0.0,0.0,3.0,75.0,34.64101615137755,1480.0,40.0,0.02315575945947697,0.014644988168587331,40.11379800853485,40.54054054054054,39.473684210526315,0.5226507274786301,,,,,,,,,,,,2003-07-24 15:06:39.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
12.0,12000.0,1490.0,20.0,32.65986323710904,0.0,0.0,2.0,66.66666666666667,32.65986323710904,1480.0,40.0,0.021919371300073185,0.013422818791946308,40.273826458036986,40.54054054054054,39.473684210526315,0.4619623419902769,,,,,,,,,,,,2003-07-24 15:06:40.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
13.0,13000.0,1490.0,20.0,32.65986323710904,0.0,0.0,2.0,66.66666666666667,32.65986323710904,1480.0,40.0,0.021919371300073185,0.013422818791946308,40.273826458036986,40.54054054054054,39.473684210526315,0.4619623419902769,,,,,,,,,,,,2003-07-24 15:06:41.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
14.0,14000.0,1493.333333333333,23.094010767585033,20.0,0.0,0.0,1.0,50.0,28.284271247461906,1480.0,40.0,0.018940360210353956,0.015464739353293547,40.184921763869134,40.54054054054054,39.473684210526315,0.5029208970032346,,,,,,,,,,,,2003-07-24 15:06:42.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
15.0,15000.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,40.54054054054054,40.54054054054054,40.54054054054054,0.0,,,,,,,,,,,,2003-07-24 15:06:43.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
16.0,16000.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.0,0.0,0.0,0.0,40.54054054054054,40.54054054054054,40.54054054054054,0.0,,,,,,,,,,,,2003-07-24 15:06:44.776,output/feats-v0_6/feats_00000258_s004_t000.csv,1
