interval_index,interval_start_time,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,vlf,lf_hf_ratio,csi,cvi,Modified_csi,sampen,sd1,sd2,ratio_sd2_sd1,timestamp,filename,label
1.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:31.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
2.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:32.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
3.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:33.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
4.0,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:34.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
5.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:35.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
6.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:36.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
7.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:37.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
8.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:38.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
9.0,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-02-17 11:05:39.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
10.0,10000.0,1500.0,21.90890230020664,39.191835884530846,0.0,0.0,5.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.014605934866804431,40.007112375533424,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2004-02-17 11:05:40.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
11.0,11000.0,1526.857142857143,73.8183097689378,88.09086218218096,1.0,16.666666666666668,6.0,100.0,92.43376006633076,1520.0,208.0,0.06053857788775405,0.048346572640584264,39.36967113569757,40.54054054054054,35.54502369668246,1.6376459447094347,,,,,,,,,,,,2004-02-17 11:05:41.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
12.0,12000.0,1550.857142857143,95.37894346837177,84.11632157646669,1.0,16.666666666666668,5.0,83.33333333333333,90.97985124923723,1520.0,208.0,0.058664237172500064,0.06150079258277472,38.80843391943417,40.54054054054054,35.54502369668246,2.110700239397838,,,,,,,,,,,,2004-02-17 11:05:42.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
13.0,13000.0,1550.857142857143,95.37894346837177,84.11632157646669,1.0,16.666666666666668,5.0,83.33333333333333,90.97985124923723,1520.0,208.0,0.058664237172500064,0.06150079258277472,38.80843391943417,40.54054054054054,35.54502369668246,2.110700239397838,,,,,,,,,,,,2004-02-17 11:05:43.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
14.0,14000.0,1525.111111111111,70.2076285820217,92.6755091704383,3.0,37.5,6.0,75.0,92.78469701410894,1484.0,208.0,0.06083799163099087,0.0460344351769048,39.41092168616428,40.54054054054054,35.54502369668246,1.602932055800833,,,,,,,,,,,,2004-02-17 11:05:44.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
15.0,15000.0,1525.75,75.02713794735493,98.03039928345423,3.0,42.857142857142854,5.0,71.42857142857143,98.03206472519956,1484.0,208.0,0.0642517219237749,0.049173939339573945,39.40307637061903,40.54054054054054,35.54502369668246,1.700003274017165,,,,,,,,,,,,2004-02-17 11:05:45.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
16.0,16000.0,1507.8,74.75923494710565,86.61936030846056,3.0,33.333333333333336,5.0,55.555555555555564,86.6752132538051,1480.0,236.0,0.057484555812312724,0.049581665305150326,39.875165354350585,41.32231404958678,35.54502369668246,1.7466070922297743,,,,,,,,,,,,2004-02-17 11:05:46.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
17.0,17000.0,1496.6,84.77505456526235,85.55238089348073,3.0,33.333333333333336,6.0,66.66666666666667,86.65470002854454,1476.6666666666665,292.0,0.057901042381761685,0.056645098600335675,40.20035731074624,42.97994269340974,35.54502369668246,2.0410202109217517,,,,,,,,,,,,2004-02-17 11:05:47.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
18.0,18000.0,1457.4,143.22991962765047,117.3968683200622,4.0,44.444444444444436,6.0,66.66666666666667,123.7404691428948,1468.0,560.0,0.08490494657808069,0.09827769975823417,41.57213782586382,53.19148936170214,35.54502369668246,4.371284426437361,,,,,,,,,,,,2004-02-17 11:05:48.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
19.0,19000.0,1414.3636363636365,197.0704022280957,115.73233486512459,5.0,50.0,7.0,70.0,125.91319761380586,1462.666666666667,704.0,0.08902462872810546,0.13933503178487294,43.336089819521426,60.97560975609756,35.54502369668246,6.963209848392748,,,,,,,,,,,,2004-02-17 11:05:49.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
20.0,20000.0,1369.2727272727273,233.86044357844503,81.06524121553784,4.0,40.0,6.0,60.0,107.36728241570304,1452.0,704.0,0.07841190456597619,0.17079171951685668,45.19382338457208,60.97560975609756,35.54502369668246,8.521224085967898,,,,,,,,,,,,2004-02-17 11:05:50.452,output/feats-v0_6/feats_00001984_s001_t001.csv,0
