interval_index,interval_start_time,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,vlf,lf_hf_ratio,csi,cvi,Modified_csi,sampen,sd1,sd2,ratio_sd2_sd1,timestamp,filename,label
1.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:06.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
2.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:07.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
3.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:08.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
4.0,4000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:09.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
5.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:10.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
6.0,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:11.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
7.0,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:12.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
8.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:13.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
9.0,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-10-22 11:24:14.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
10.0,10000.0,1500.0,21.90890230020664,39.191835884530846,0.0,0.0,5.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.014605934866804431,40.00711237553343,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2007-10-22 11:24:15.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
11.0,11000.0,1497.142857142857,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1480.0,40.0,0.0267175572519084,0.014281135064022675,40.08331639910587,40.54054054054054,39.473684210526315,0.5279569622746021,,,,,,,,,,,,2007-10-22 11:24:16.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
12.0,12000.0,1500.0,21.90890230020664,39.191835884530846,0.0,0.0,5.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.014605934866804431,40.007112375533424,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2007-10-22 11:24:17.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
13.0,13000.0,1502.857142857143,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1520.0,40.0,0.026615969581749048,0.014226834170243122,39.93090835196098,40.54054054054054,39.473684210526315,0.5279569622746022,,,,,,,,,,,,2007-10-22 11:24:18.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
14.0,14000.0,1497.142857142857,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1480.0,40.0,0.0267175572519084,0.014281135064022675,40.08331639910587,40.54054054054054,39.473684210526315,0.5279569622746021,,,,,,,,,,,,2007-10-22 11:24:19.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
15.0,15000.0,1500.0,21.90890230020664,39.191835884530846,0.0,0.0,5.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.014605934866804431,40.007112375533424,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2007-10-22 11:24:20.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
16.0,16000.0,1502.857142857143,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1520.0,40.0,0.026615969581749048,0.014226834170243122,39.93090835196098,40.54054054054054,39.473684210526315,0.5279569622746022,,,,,,,,,,,,2007-10-22 11:24:21.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
17.0,17000.0,1497.142857142857,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1480.0,40.0,0.0267175572519084,0.014281135064022675,40.08331639910587,40.54054054054054,39.473684210526315,0.5279569622746021,,,,,,,,,,,,2007-10-22 11:24:22.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
18.0,18000.0,1500.0,21.90890230020664,39.191835884530846,0.0,0.0,5.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.014605934866804431,40.007112375533424,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2007-10-22 11:24:23.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
19.0,19000.0,1502.857142857143,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1520.0,40.0,0.026615969581749048,0.014226834170243122,39.93090835196098,40.54054054054054,39.473684210526315,0.5279569622746022,,,,,,,,,,,,2007-10-22 11:24:24.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
20.0,20000.0,1497.142857142857,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1480.0,40.0,0.0267175572519084,0.014281135064022675,40.08331639910587,40.54054054054054,39.473684210526315,0.5279569622746021,,,,,,,,,,,,2007-10-22 11:24:25.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
21.0,21000.0,1500.0,21.90890230020664,39.191835884530846,0.0,0.0,5.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.014605934866804431,40.007112375533424,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2007-10-22 11:24:26.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
22.0,22000.0,1502.857142857143,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1520.0,40.0,0.026615969581749048,0.014226834170243122,39.93090835196098,40.54054054054054,39.473684210526315,0.5279569622746022,,,,,,,,,,,,2007-10-22 11:24:27.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
23.0,23000.0,1497.142857142857,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1480.0,40.0,0.0267175572519084,0.014281135064022675,40.08331639910587,40.54054054054054,39.473684210526315,0.5279569622746021,,,,,,,,,,,,2007-10-22 11:24:28.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
24.0,24000.0,1500.0,21.90890230020664,39.191835884530846,0.0,0.0,5.0,100.0,40.0,1500.0,40.0,0.02666666666666667,0.014605934866804431,40.007112375533424,40.54054054054054,39.473684210526315,0.5334281650071127,,,,,,,,,,,,2007-10-22 11:24:29.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
25.0,25000.0,1502.857142857143,21.38089935299395,40.0,0.0,0.0,6.0,100.0,40.0,1520.0,40.0,0.026615969581749048,0.014226834170243122,39.93090835196098,40.54054054054054,39.473684210526315,0.5279569622746022,,,,,,,,,,,,2007-10-22 11:24:30.840,output/feats-v0_6/feats_00002297_s002_t000.csv,0
